analysis_scope,scenario_id,period_id,category,space_name,zone_name,metric,baseline,value,delta,delta_pct
seasonal_category,public_evening,shoulder,breakroom,,,heating_peak_kw,65.71252663347288,65.67639455222661,-0.0361320812462651,-0.054985073771094385
seasonal_category,entrance_2_lead,summer,dining,,,cooling_peak_kw,535.4572819258372,535.7386521762489,0.28137025041178276,0.052547655977298595
seasonal_category,public_core,winter,dining,,,heating_kwh,10513.609461725375,10508.145254471034,-5.4642072543410904,-0.05197270522776644
seasonal_category,public_evening,winter,terminal_hall,,,heating_peak_kw,5691.912604466373,5694.764529254847,2.851924788474207,0.05010485906330216
seasonal_category,public_perimeter,shoulder,dining,,,cooling_peak_kw,294.11745498061464,294.2558934377163,0.1384384571016426,0.04706910615378714
seasonal_category,public_morning,winter,breakroom,,,heating_peak_kw,159.5142945785109,159.44257609189614,-0.07171848661477043,-0.044960538993871486
seasonal_category,public_perimeter,summer,terminal_hall,,,cooling_kwh,54125.938870445585,54101.95570411012,-23.983166335463466,-0.044309931311988765
seasonal_category,public_morning,winter,office,,,heating_peak_kw,1402.6499640093093,1402.0298903727548,-0.6200736365544799,-0.04420729707803026
seasonal_category,entrance_2_lead,shoulder,office,,,cooling_kwh,1395.9831350285906,1395.3738184404037,-0.6093165881868572,-0.04364784737706577
seasonal_category,public_evening,winter,office,,,cooling_peak_kw,68.65108339719526,68.62255663045832,-0.02852676673694532,-0.041553265185776775
seasonal_category,entrance_3_lead,winter,commerce_retail,,,cooling_peak_kw,285.25193555888774,285.1405418544496,-0.11139370443811458,-0.03905098986265015
seasonal_category,entrance_2_lead,summer,terminal_hall,,,cooling_kwh,54125.938870445585,54105.259278800084,-20.679591645501205,-0.03820643498674328
seasonal_category,public_evening,shoulder,restroom,,,heating_peak_kw,587.0321021599318,587.2513030516873,0.2192008917554631,0.03734052889934522
seasonal_category,entrance_2_lead,winter,commerce_retail,,,cooling_peak_kw,285.25193555888774,285.3569402518766,0.10500469298887083,0.03681121138867559
seasonal_category,entrance_3_lead,shoulder,commerce_retail,,,heating_kwh,3058.8701221438364,3057.750293413242,-1.1198287305942358,-0.03660922778275378
seasonal_category,public_morning,shoulder,office,,,cooling_kwh,1395.9831350285906,1396.4928167653873,0.5096817367966651,0.03651059414741615
seasonal_category,public_core,summer,terminal_hall,,,cooling_kwh,54125.938870445585,54145.36540490402,19.426534458434617,0.03589135794010605
seasonal_category,entrance_3_lead,summer,commerce_retail,,,cooling_kwh,11005.997974267226,11002.10975615416,-3.888218113066614,-0.035328173984381366
seasonal_category,public_core,shoulder,terminal_hall,,,heating_peak_kw,2038.1986598545739,2037.4891798673966,-0.7094799871772466,-0.03480916758270601
seasonal_category,public_core,winter,office,,,cooling_peak_kw,68.65108339719526,68.67416983042564,0.02308643323037529,0.033628650981083405
seasonal_category,public_evening,summer,office,,,cooling_kwh,13136.424464475818,13132.021859055074,-4.402605420744294,-0.0335144881520085
seasonal_category,entrance_2_lead,winter,office,,,cooling_kwh,207.05643961505476,207.12518797752946,0.06874836247470739,0.03320271641998658
seasonal_category,public_evening,summer,restroom,,,cooling_kwh,7468.044437333334,7470.336381053202,2.291943719867959,0.030690011810995045
seasonal_category,entrance_2_lead,summer,commerce_retail,,,cooling_kwh,11005.997974267226,11002.625154939948,-3.3728193272781937,-0.030645283918496764
seasonal_category,entrance_3_lead,winter,terminal_hall,,,heating_peak_kw,5691.912604466373,5690.182991475224,-1.729612991148315,-0.030387202182112022
seasonal_category,public_morning,winter,office,,,cooling_kwh,207.05643961505476,207.11807639256705,0.06163677751229102,0.0297681045935504
seasonal_category,entrance_2_lead,winter,terminal_hall,,,heating_peak_kw,5691.912604466373,5690.281570602717,-1.63103386365583,-0.028655286491503368
seasonal_category,public_evening,summer,office,,,cooling_peak_kw,1482.494864167609,1482.0797508632122,-0.41511330439675476,-0.0280009944337873
seasonal_category,public_core,shoulder,restroom,,,heating_kwh,5481.538366884296,5480.017170679188,-1.5211962051080263,-0.02775126439501095
seasonal_category,public_core,winter,commerce_retail,,,heating_kwh,18144.05827544202,18139.402031251233,-4.656244190788129,-0.025662639086043694
seasonal_category,public_perimeter,winter,office,,,cooling_kwh,207.05643961505476,207.003331736378,-0.05310787867676936,-0.025648986708891503
seasonal_category,public_morning,winter,office,,,cooling_peak_kw,68.65108339719526,68.6676956620585,0.016612264863240966,0.024198110271803314
seasonal_category,entrance_3_lead,summer,terminal_hall,,,cooling_kwh,54125.938870445585,54113.2274409916,-12.711429453986057,-0.023484912630174964
seasonal_category,entrance_3_lead,shoulder,breakroom,,,heating_kwh,515.9845538661087,516.1019823676927,0.11742850158395868,0.022758142797900466
seasonal_category,public_perimeter,winter,office,,,cooling_peak_kw,68.65108339719526,68.63558133302008,-0.015502064175180408,-0.02258094615272123
seasonal_category,public_evening,winter,restroom,,,heating_peak_kw,1372.4250641322342,1372.7320268595704,0.306962727336213,0.022366447200547257
seasonal_category,public_morning,summer,office,,,cooling_peak_kw,1482.494864167609,1482.8260384375278,0.33117426991884713,0.022338982611234532
seasonal_category,entrance_3_lead,shoulder,commerce_retail,,,cooling_peak_kw,692.349813351259,692.2214018305838,-0.12841152067517214,-0.01854720232444454
seasonal_category,public_core,summer,breakroom,,,cooling_kwh,970.5201999426687,970.3446815400854,-0.1755184025832932,-0.018084981909048527
seasonal_category,entrance_2_lead,shoulder,breakroom,,,heating_kwh,515.9845538661087,516.069707456577,0.08515359046828053,0.016503127822383765
seasonal_category,public_evening,summer,breakroom,,,cooling_peak_kw,89.6974951285876,89.68296245065574,-0.014532677931867966,-0.016201877110430297
seasonal_category,entrance_3_lead,shoulder,restroom,,,heating_kwh,5481.538366884296,5482.391438749584,0.853071865288257,0.015562636037392961
